code	year	month	date	value	category	type
JTS00000000TSL	2007	M07	07/1/2007	5101	separations	level
JTS00000000TSL	2007	M08	08/1/2007	5072	separations	level
JTS00000000TSL	2007	M09	09/1/2007	5019	separations	level
JTS00000000TSL	2007	M10	10/1/2007	5075	separations	level
JTS00000000TSL	2007	M11	11/1/2007	5109	separations	level
JTS00000000TSL	2007	M12	12/1/2007	4994	separations	level
JTS00000000TSL	2008	M01	01/1/2008	4937	separations	level
JTS00000000TSL	2008	M02	02/1/2008	5008	separations	level
JTS00000000TSL	2008	M03	03/1/2008	4826	separations	level
JTS00000000TSL	2008	M04	04/1/2008	5077	separations	level
JTS00000000TSL	2008	M05	05/1/2008	4737	separations	level
JTS00000000TSL	2008	M06	06/1/2008	4919	separations	level
JTS00000000TSL	2008	M07	07/1/2008	4673	separations	level
JTS00000000TSL	2008	M08	08/1/2008	4820	separations	level
JTS00000000TSL	2008	M09	09/1/2008	4721	separations	level
JTS00000000TSL	2008	M10	10/1/2008	4909	separations	level
JTS00000000TSL	2008	M11	11/1/2008	4653	separations	level
JTS00000000TSL	2008	M12	12/1/2008	4847	separations	level
JTS00000000TSL	2009	M01	01/1/2009	4873	separations	level
JTS00000000TSL	2009	M02	02/1/2009	4715	separations	level
JTS00000000TSL	2009	M03	03/1/2009	4565	separations	level
JTS00000000TSL	2009	M04	04/1/2009	4670	separations	level
JTS00000000TSL	2009	M05	05/1/2009	4115	separations	level
JTS00000000TSL	2009	M06	06/1/2009	4142	separations	level
JTS00000000TSL	2009	M07	07/1/2009	4223	separations	level
JTS00000000TSL	2009	M08	08/1/2009	4014	separations	level
JTS00000000TSL	2009	M09	09/1/2009	4062	separations	level
JTS00000000TSL	2009	M10	10/1/2009	3960	separations	level
JTS00000000TSL	2009	M11	11/1/2009	3909	separations	level
JTS00000000TSL	2009	M12	12/1/2009	3968	separations	level
JTS00000000TSL	2010	M01	01/1/2010	3866	separations	level
JTS00000000TSL	2010	M02	02/1/2010	3862	separations	level
JTS00000000TSL	2010	M03	03/1/2010	3998	separations	level
JTS00000000TSL	2010	M04	04/1/2010	3877	separations	level
JTS00000000TSL	2010	M05	05/1/2010	3862	separations	level
JTS00000000TSL	2010	M06	06/1/2010	4209	separations	level
JTS00000000TSL	2010	M07	07/1/2010	4231	separations	level
JTS00000000TSL	2010	M08	08/1/2010	3975	separations	level
JTS00000000TSL	2010	M09	09/1/2010	4007	separations	level
JTS00000000TSL	2010	M10	10/1/2010	3836	separations	level
JTS00000000TSL	2010	M11	11/1/2010	3924	separations	level
JTS00000000TSL	2010	M12	12/1/2010	4047	separations	level
JTS00000000TSL	2011	M01	01/1/2011	3833	separations	level
JTS00000000TSL	2011	M02	02/1/2011	3851	separations	level
JTS00000000TSL	2011	M03	03/1/2011	4023	separations	level
JTS00000000TSL	2011	M04	04/1/2011	3926	separations	level
JTS00000000TSL	2011	M05	05/1/2011	4028	separations	level
JTS00000000TSL	2011	M06	06/1/2011	4102	separations	level
JTS00000000TSL	2011	M07	07/1/2011	4044	separations	level
JTS00000000TSL	2011	M08	08/1/2011	4072	separations	level
JTS00000000TSL	2011	M09	09/1/2011	4102	separations	level
JTS00000000TSL	2011	M10	10/1/2011	4064	separations	level
JTS00000000TSL	2011	M11	11/1/2011	4051	separations	level
JTS00000000TSL	2011	M12	12/1/2011	4005	separations	level
JTS00000000TSL	2012	M01	01/1/2012	3954	separations	level
JTS00000000TSL	2012	M02	02/1/2012	4196	separations	level
JTS00000000TSL	2012	M03	03/1/2012	4212	separations	level
JTS00000000TSL	2012	M04	04/1/2012	4231	separations	level
JTS00000000TSL	2012	M05	05/1/2012	4358	separations	level
JTS00000000TSL	2012	M06	06/1/2012	4275	separations	level
JTS00000000TSL	2012	M07	07/1/2012	4081	separations	level
JTS00000000TSL	2012	M08	08/1/2012	4367	separations	level
JTS00000000TSL	2012	M09	09/1/2012	4045	separations	level
JTS00000000TSL	2012	M10	10/1/2012	4151	separations	level
JTS00000000TSL	2012	M11	11/1/2012	4207	separations	level
JTS00000000TSL	2012	M12	12/1/2012	4090	separations	level
JTS00000000TSL	2013	M01	01/1/2013	4262	separations	level
JTS00000000TSL	2013	M02	02/1/2013	4212	separations	level
JTS00000000TSL	2013	M03	03/1/2013	4186	separations	level
JTS00000000TSL	2013	M04	04/1/2013	4276	separations	level
JTS00000000TSL	2013	M05	05/1/2013	4401	separations	level
JTS00000000TSL	2013	M06	06/1/2013	4236	separations	level
JTS00000000TSL	2013	M07	07/1/2013	4313	separations	level
JTS00000000TSL	2013	M08	08/1/2013	4417	separations	level
JTS00000000TSL	2013	M09	09/1/2013	4500	separations	level
JTS00000000TSL	2013	M10	10/1/2013	4305	separations	level
JTS00000000TSL	2013	M11	11/1/2013	4316	separations	level
JTS00000000TSL	2013	M12	12/1/2013	4468	separations	level
JTS00000000TSL	2014	M01	01/1/2014	4419	separations	level
JTS00000000TSL	2014	M02	02/1/2014	4459	separations	level
JTS00000000TSL	2014	M03	03/1/2014	4491	separations	level
JTS00000000TSL	2014	M04	04/1/2014	4550	separations	level
JTS00000000TSL	2014	M05	05/1/2014	4495	separations	level
JTS00000000TSR	2000	M12	12/1/2000	4	separations	rate
JTS00000000TSR	2001	M01	01/1/2001	4.4	separations	rate
JTS00000000TSR	2001	M02	02/1/2001	4.1	separations	rate
JTS00000000TSR	2001	M03	03/1/2001	4.3	separations	rate
JTS00000000TSR	2001	M04	04/1/2001	4.2	separations	rate
JTS00000000TSR	2001	M05	05/1/2001	4.1	separations	rate
JTS00000000TSR	2001	M06	06/1/2001	4	separations	rate
JTS00000000TSR	2001	M07	07/1/2001	4	separations	rate
JTS00000000TSR	2001	M08	08/1/2001	3.9	separations	rate
JTS00000000TSR	2001	M09	09/1/2001	3.9	separations	rate
JTS00000000TSR	2001	M10	10/1/2001	4.1	separations	rate
JTS00000000TSR	2001	M11	11/1/2001	3.9	separations	rate
JTS00000000TSR	2001	M12	12/1/2001	3.7	separations	rate
JTS00000000TSR	2002	M01	01/1/2002	3.9	separations	rate
JTS00000000TSR	2002	M02	02/1/2002	3.8	separations	rate
JTS00000000TSR	2002	M03	03/1/2002	3.6	separations	rate
JTS00000000TSR	2002	M04	04/1/2002	3.8	separations	rate
JTS00000000TSR	2002	M05	05/1/2002	3.8	separations	rate
JTS00000000TSR	2002	M06	06/1/2002	3.7	separations	rate
JTS00000000TSR	2002	M07	07/1/2002	3.9	separations	rate
JTS00000000TSR	2002	M08	08/1/2002	3.7	separations	rate
JTS00000000TSR	2002	M09	09/1/2002	3.7	separations	rate
JTS00000000TSR	2002	M10	10/1/2002	3.7	separations	rate
JTS00000000TSR	2002	M11	11/1/2002	3.7	separations	rate
JTS00000000TSR	2002	M12	12/1/2002	3.9	separations	rate
JTS00000000TSR	2003	M01	01/1/2003	3.7	separations	rate
JTS00000000TSR	2003	M02	02/1/2003	3.7	separations	rate
JTS00000000TSR	2003	M03	03/1/2003	3.6	separations	rate
JTS00000000TSR	2003	M04	04/1/2003	3.7	separations	rate
JTS00000000TSR	2003	M05	05/1/2003	3.6	separations	rate
JTS00000000TSR	2003	M06	06/1/2003	3.7	separations	rate
JTS00000000TSR	2003	M07	07/1/2003	3.6	separations	rate
JTS00000000TSR	2003	M08	08/1/2003	3.6	separations	rate
JTS00000000TSR	2003	M09	09/1/2003	3.6	separations	rate
JTS00000000TSR	2003	M10	10/1/2003	3.6	separations	rate
JTS00000000TSR	2003	M11	11/1/2003	3.6	separations	rate
JTS00000000TSR	2003	M12	12/1/2003	3.7	separations	rate
JTS00000000TSR	2004	M01	01/1/2004	3.6	separations	rate
JTS00000000TSR	2004	M02	02/1/2004	3.5	separations	rate
JTS00000000TSR	2004	M03	03/1/2004	3.7	separations	rate
JTS00000000TSR	2004	M04	04/1/2004	3.7	separations	rate
JTS00000000TSR	2004	M05	05/1/2004	3.6	separations	rate
JTS00000000TSR	2004	M06	06/1/2004	3.7	separations	rate
JTS00000000TSR	2004	M07	07/1/2004	3.7	separations	rate
JTS00000000TSR	2004	M08	08/1/2004	3.8	separations	rate
JTS00000000TSR	2004	M09	09/1/2004	3.6	separations	rate
JTS00000000TSR	2004	M10	10/1/2004	3.6	separations	rate
JTS00000000TSR	2004	M11	11/1/2004	3.9	separations	rate
JTS00000000TSR	2004	M12	12/1/2004	3.8	separations	rate
JTS00000000TSR	2005	M01	01/1/2005	3.8	separations	rate
JTS00000000TSR	2005	M02	02/1/2005	3.7	separations	rate
JTS00000000TSR	2005	M03	03/1/2005	3.9	separations	rate
JTS00000000TSR	2005	M04	04/1/2005	3.7	separations	rate
JTS00000000TSR	2005	M05	05/1/2005	3.8	separations	rate
JTS00000000TSR	2005	M06	06/1/2005	3.8	separations	rate
JTS00000000TSR	2005	M07	07/1/2005	3.7	separations	rate
JTS00000000TSR	2005	M08	08/1/2005	3.8	separations	rate
JTS00000000TSR	2005	M09	09/1/2005	3.9	separations	rate
JTS00000000TSR	2005	M10	10/1/2005	3.7	separations	rate
JTS00000000TSR	2005	M11	11/1/2005	3.6	separations	rate
JTS00000000TSR	2005	M12	12/1/2005	3.7	separations	rate
JTS00000000TSR	2006	M01	01/1/2006	3.6	separations	rate
JTS00000000TSR	2006	M02	02/1/2006	3.8	separations	rate
JTS00000000TSR	2006	M03	03/1/2006	3.7	separations	rate
JTS00000000TSR	2006	M04	04/1/2006	3.6	separations	rate
JTS00000000TSR	2006	M05	05/1/2006	4	separations	rate
JTS00000000TSR	2006	M06	06/1/2006	3.8	separations	rate
JTS00000000TSR	2006	M07	07/1/2006	3.8	separations	rate
JTS00000000TSR	2006	M08	08/1/2006	3.6	separations	rate
JTS00000000TSR	2006	M09	09/1/2006	3.7	separations	rate
JTS00000000TSR	2006	M10	10/1/2006	3.7	separations	rate
JTS00000000TSR	2006	M11	11/1/2006	3.9	separations	rate
JTS00000000TSR	2006	M12	12/1/2006	3.8	separations	rate
JTS00000000TSR	2007	M01	01/1/2007	3.6	separations	rate
JTS00000000TSR	2007	M02	02/1/2007	3.7	separations	rate
JTS00000000TSR	2007	M03	03/1/2007	3.7	separations	rate
JTS00000000TSR	2007	M04	04/1/2007	3.7	separations	rate
JTS00000000TSR	2007	M05	05/1/2007	3.7	separations	rate
JTS00000000TSR	2007	M06	06/1/2007	3.7	separations	rate
JTS00000000TSR	2007	M07	07/1/2007	3.7	separations	rate
JTS00000000TSR	2007	M08	08/1/2007	3.7	separations	rate
JTS00000000TSR	2007	M09	09/1/2007	3.6	separations	rate
JTS00000000TSR	2007	M10	10/1/2007	3.7	separations	rate
JTS00000000TSR	2007	M11	11/1/2007	3.7	separations	rate
JTS00000000TSR	2007	M12	12/1/2007	3.6	separations	rate
JTS00000000TSR	2008	M01	01/1/2008	3.6	separations	rate
JTS00000000TSR	2008	M02	02/1/2008	3.6	separations	rate
JTS00000000TSR	2008	M03	03/1/2008	3.5	separations	rate
JTS00000000TSR	2008	M04	04/1/2008	3.7	separations	rate
JTS00000000TSR	2008	M05	05/1/2008	3.4	separations	rate
JTS00000000TSR	2008	M06	06/1/2008	3.6	separations	rate
JTS00000000TSR	2008	M07	07/1/2008	3.4	separations	rate
JTS00000000TSR	2008	M08	08/1/2008	3.5	separations	rate
JTS00000000TSR	2008	M09	09/1/2008	3.5	separations	rate
JTS00000000TSR	2008	M10	10/1/2008	3.6	separations	rate
JTS00000000TSR	2008	M11	11/1/2008	3.4	separations	rate
JTS00000000TSR	2008	M12	12/1/2008	3.6	separations	rate
JTS00000000TSR	2009	M01	01/1/2009	3.6	separations	rate
JTS00000000TSR	2009	M02	02/1/2009	3.5	separations	rate
JTS00000000TSR	2009	M03	03/1/2009	3.4	separations	rate
JTS00000000TSR	2009	M04	04/1/2009	3.5	separations	rate
JTS00000000TSR	2009	M05	05/1/2009	3.1	separations	rate
JTS00000000TSR	2009	M06	06/1/2009	3.2	separations	rate
JTS00000000TSR	2009	M07	07/1/2009	3.2	separations	rate
JTS00000000TSR	2009	M08	08/1/2009	3.1	separations	rate
JTS00000000TSR	2009	M09	09/1/2009	3.1	separations	rate
JTS00000000TSR	2009	M10	10/1/2009	3	separations	rate
JTS00000000TSR	2009	M11	11/1/2009	3	separations	rate
JTS00000000TSR	2009	M12	12/1/2009	3.1	separations	rate
JTS00000000TSR	2010	M01	01/1/2010	3	separations	rate
JTS00000000TSR	2010	M02	02/1/2010	3	separations	rate
JTS00000000TSR	2010	M03	03/1/2010	3.1	separations	rate
JTS00000000TSR	2010	M04	04/1/2010	3	separations	rate
JTS00000000TSR	2010	M05	05/1/2010	3	separations	rate
JTS00000000TSR	2010	M06	06/1/2010	3.2	separations	rate
JTS00000000TSR	2010	M07	07/1/2010	3.2	separations	rate
JTS00000000TSR	2010	M08	08/1/2010	3	separations	rate
JTS00000000TSR	2010	M09	09/1/2010	3.1	separations	rate
JTS00000000TSR	2010	M10	10/1/2010	2.9	separations	rate
JTS00000000TSR	2010	M11	11/1/2010	3	separations	rate
JTS00000000TSR	2010	M12	12/1/2010	3.1	separations	rate
JTS00000000TSR	2011	M01	01/1/2011	2.9	separations	rate
JTS00000000TSR	2011	M02	02/1/2011	2.9	separations	rate
JTS00000000TSR	2011	M03	03/1/2011	3.1	separations	rate
JTS00000000TSR	2011	M04	04/1/2011	3	separations	rate
JTS00000000TSR	2011	M05	05/1/2011	3.1	separations	rate
JTS00000000TSR	2011	M06	06/1/2011	3.1	separations	rate
JTS00000000TSR	2011	M07	07/1/2011	3.1	separations	rate
JTS00000000TSR	2011	M08	08/1/2011	3.1	separations	rate
JTS00000000TSR	2011	M09	09/1/2011	3.1	separations	rate
JTS00000000TSR	2011	M10	10/1/2011	3.1	separations	rate
JTS00000000TSR	2011	M11	11/1/2011	3.1	separations	rate
JTS00000000TSR	2011	M12	12/1/2011	3	separations	rate
JTS00000000TSR	2012	M01	01/1/2012	3	separations	rate
JTS00000000TSR	2012	M02	02/1/2012	3.1	separations	rate
JTS00000000TSR	2012	M03	03/1/2012	3.2	separations	rate
JTS00000000TSR	2012	M04	04/1/2012	3.2	separations	rate
JTS00000000TSR	2012	M05	05/1/2012	3.3	separations	rate
JTS00000000TSR	2012	M06	06/1/2012	3.2	separations	rate
JTS00000000TSR	2012	M07	07/1/2012	3	separations	rate
JTS00000000TSR	2012	M08	08/1/2012	3.3	separations	rate
JTS00000000TSR	2012	M09	09/1/2012	3	separations	rate
JTS00000000TSR	2012	M10	10/1/2012	3.1	separations	rate
JTS00000000TSR	2012	M11	11/1/2012	3.1	separations	rate
JTS00000000TSR	2012	M12	12/1/2012	3	separations	rate
JTS00000000TSR	2013	M01	01/1/2013	3.2	separations	rate
JTS00000000TSR	2013	M02	02/1/2013	3.1	separations	rate
JTS00000000TSR	2013	M03	03/1/2013	3.1	separations	rate
JTS00000000TSR	2013	M04	04/1/2013	3.1	separations	rate
JTS00000000TSR	2013	M05	05/1/2013	3.2	separations	rate
JTS00000000TSR	2013	M06	06/1/2013	3.1	separations	rate
JTS00000000TSR	2013	M07	07/1/2013	3.2	separations	rate
JTS00000000TSR	2013	M08	08/1/2013	3.2	separations	rate
JTS00000000TSR	2013	M09	09/1/2013	3.3	separations	rate
JTS00000000TSR	2013	M10	10/1/2013	3.1	separations	rate
JTS00000000TSR	2013	M11	11/1/2013	3.1	separations	rate
JTS00000000TSR	2013	M12	12/1/2013	3.3	separations	rate
JTS00000000TSR	2014	M01	01/1/2014	3.2	separations	rate
JTS00000000TSR	2014	M02	02/1/2014	3.2	separations	rate
JTS00000000TSR	2014	M03	03/1/2014	3.3	separations	rate
JTS00000000TSR	2014	M04	04/1/2014	3.3	separations	rate
JTS00000000TSR	2014	M05	05/1/2014	3.2	separations	rate
