rank,prime,digits,year,type,
155,1396*5^1146713-1,801522,2013,other,
152,11*2^2691961+1,810363,2013,other,
151,39*2^2705367+1,814399,2013,other,
147,57*2^2747499+1,827082,2013,other,
146,77*2^2762047+1,831461,2013,other,
145,57*2^2765963+1,832640,2013,other,
143,43*2^2795582+1,841556,2013,other,
142,400254*127^400254+1,842062,2013,Generalized,
141,150344*5^1205508-1,842620,2013,other,
140,63*2^2807130+1,845033,2013,other,
137,97*2^2818306+1,848397,2013,other,
136,107*2^2819922-1,848884,2013,other,
135,97*2^2820650+1,849103,2013,other,
134,84466*5^1215373-1,849515,2013,other,
133,95*2^2837909+1,854298,2013,other,
130,41*2^2872058-1,864578,2013,other,
129,51*2^2881227+1,867338,2013,other,
128,11*2^2897409+1,872209,2013,other,
127,63*2^2898957+1,872675,2013,other,
124,243944*5^1258576-1,879713,2013,other,
123,97366*5^1259955-1,880676,2013,other,
122,25*2^2927222+1,881184,2013,Generalized,
121,7019*10^881309-1,881313,2013,other,
120,33*2^2939063-1,884748,2013,other,
119,17*2^2946584-1,887012,2013,other,
113,39*2^2978894+1,896739,2013,other,
110,43*2^2994958+1,901574,2013,other,
109,7*10^902708+1,902709,2013,other,
108,268514*5^1292240-1,903243,2013,other,
105,46821*2^3021380-374567,909531,2013,other,
102,43*2^3063674+1,922260,2013,other,
99,256612*5^1335485-1,933470,2013,other,
92,33*2^3176269+1,956154,2013,other,
90,94373*2^3206717+1,965323,2013,other,
89,211195*2^3224974+1,970820,2013,other,
85,5*2^3264650-1,982759,2013,other,
84,175124*5^1422646-1,994393,2013,other,
83,245114*5^1424104-1,995412,2013,other,
82,49*2^3309087-1,996137,2013,other,
79,191273*2^3321908-1,1000000,2013,other,
78,464253*2^3321908-1,1000000,2013,other,
75,173198*5^1457792-1,1018959,2013,other,
70,37292*5^1487989+1,1040065,2013,other,
65,2*10^1059002-1,1059003,2013,Near-repdigit,
58,15*2^3668194-1,1104238,2013,other,
55,11*2^3771821+1,1135433,2013,other,
46,15*2^4246384+1,1278291,2013,other,
30,9*2^5642513+1,1698567,2013,other,
26,398023*2^6418059-1,1932034,2013,other,
25,304207*2^6643565-1,1999918,2013,other,
23,40597*2^6808509-1,2049571,2013,other,
1,2^57885161-1,17425170,2013,Mersenne,
5710,163252711105*3371#/2-8,1443,2014,Quintuplet,
5709,163252711105*3371#/2-4,1443,2014,Quintuplet,
5708,163252711105*3371#/2-2,1443,2014,Quintuplet,
5707,163252711105*3371#/2+2,1443,2014,Quintuplet,
5706,163252711105*3371#/2+4,1443,2014,Quintuplet,
5397,350049825*2^35000-1,10545,2014,other,
5396,350049825*2^35000+3851,10545,2014,other,
5395,350049825*2^35000+7703,10545,2014,other,
5394,109061779*2^35003-1,10545,2014,other,
5393,109061779*2^35003+5927,10545,2014,other,
5392,109061779*2^35003+11855,10545,2014,other,
5391,1043085905*2^35000-18199,10546,2014,other,
5390,1043085905*2^35000-1,10546,2014,other,
5389,1043085905*2^35000+18197,10546,2014,other,
5388,1213266377*2^35000-1,10546,2014,other,
5387,1213266377*2^35000+2429,10546,2014,other,
5386,1213266377*2^35000+4859,10546,2014,other,
5378,p(100057273),11135,2014,Partitions,
5374,p(110030755),11677,2014,Partitions,
5315,-τ(79^1570),16386,2014,ECPP,
5313,&tau;(571^1090),16526,2014,ECPP,
5294,V(89849),18778,2014,Lucas,
5293,(2^63703-1)/42808417,19169,2014,other,
5270,-&tau;(691^1522),23770,2014,ECPP,
3824,10^360360-10^183037-1,360360,2014,Near-repdigit,
3776,8635*2^1200118+1,361276,2014,other,
3770,8189*2^1200409+1,361364,2014,other,
3768,9179*2^1200499+1,361391,2014,other,
3761,8787*2^1201011+1,361545,2014,other,
3759,8277*2^1201070+1,361563,2014,other,
3740,8759*2^1202515+1,361998,2014,other,
3733,8467*2^1203080+1,362168,2014,other,
3731,9349*2^1203278+1,362227,2014,other,
3724,9545*2^1203981+1,362439,2014,other,
3715,9933*2^1204658+1,362643,2014,other,
3712,9317*2^1204775+1,362678,2014,other,
3702,9125*2^1205479+1,362890,2014,other,
3700,8999*2^1205533+1,362906,2014,other,
3699,8089*2^1205538+1,362908,2014,other,
3697,9795*2^1205806+1,362988,2014,other,
3692,8977*2^1205958+1,363034,2014,other,
3679,8757*2^1206864+1,363307,2014,other,
3673,8967*2^1207111+1,363381,2014,other,
3671,8425*2^1207184+1,363403,2014,other,
3663,8445*2^1207799+1,363588,2014,other,
3652,8943*2^1208405+1,363771,2014,other,
3650,8469*2^1208534+1,363809,2014,other,
3637,9457*2^1209070+1,363971,2014,other,
3635,9935*2^1209103+1,363981,2014,other,
3625,9935*2^1209757+1,364178,2014,other,
3615,8527*2^1210446+1,364385,2014,other,
3600,9641*2^1211889+1,364819,2014,other,
3599,9365*2^1211945+1,364836,2014,other,
3597,8257*2^1211980+1,364847,2014,other,
3596,8713*2^1212070+1,364874,2014,other,
3594,8241*2^1212157+1,364900,2014,other,
3583,7557*2^1212863+1,365113,2014,other,
3580,5535*2^1213120-1,365190,2014,other,
3577,9021*2^1213297+1,365243,2014,other,
3573,9321*2^1213356+1,365261,2014,other,
3572,9797*2^1213367+1,365264,2014,other,
3568,8477*2^1213783+1,365390,2014,other,
3566,9541*2^1213964+1,365444,2014,other,
3565,9555*2^1213981+1,365449,2014,other,
3562,9237*2^1214046+1,365469,2014,other,
3556,8457*2^1214776+1,365688,2014,other,
3555,8173*2^1215036+1,365767,2014,other,
3552,8047*2^1215234+1,365826,2014,other,
3546,9581*2^1215819+1,366002,2014,other,
3541,8795*2^1216257+1,366134,2014,other,
3540,8049*2^1216331+1,366157,2014,other,
3535,8249*2^1216389+1,366174,2014,other,
3533,8463*2^1216481+1,366202,2014,other,
3532,9375*2^1216722+1,366274,2014,other,
3531,9057*2^1216739+1,366279,2014,other,
3529,9375*2^1217053+1,366374,2014,other,
3528,4325*2^1217149+1,366402,2014,other,
3524,8281*2^1217616+1,366543,2014,Generalized,
3513,8969*2^1218335+1,366760,2014,other,
3512,8977*2^1218384+1,366775,2014,other,
3508,9885*2^1218599+1,366839,2014,other,
3505,8049*2^1218758+1,366887,2014,other,
3502,8303*2^1218925+1,366937,2014,other,
3485,6165*2^1219740-1,367183,2014,other,
3483,8897*2^1219795+1,367199,2014,other,
3482,8619*2^1219829+1,367210,2014,other,
3470,9847*2^1220430+1,367391,2014,other,
3467,9133*2^1220526+1,367419,2014,other,
3462,8071*2^1220896+1,367531,2014,other,
3458,5439*2^1221406+1,367684,2014,other,
3456,8483*2^1221641+1,367755,2014,other,
3455,8433*2^1221721+1,367779,2014,other,
3448,7209*2^1221977+1,367856,2014,other,
3440,8733*2^1222624+1,368051,2014,other,
3433,9803*2^1223453+1,368301,2014,other,
3432,9427*2^1223460+1,368303,2014,other,
3428,9645*2^1223623+1,368352,2014,other,
3427,9265*2^1223786+1,368401,2014,other,
3422,9537*2^1224332+1,368565,2014,other,
3418,6851*2^1224703+1,368677,2014,other,
3416,5925*2^1224804+1,368707,2014,other,
3412,6357*2^1224964+1,368755,2014,other,
3411,4421*2^1225063+1,368785,2014,other,
3410,5649*2^1225083+1,368791,2014,other,
3409,6403*2^1225086+1,368792,2014,other,
3406,8593*2^1225272+1,368848,2014,other,
3405,9221*2^1225369+1,368877,2014,other,
3403,5139*2^1225425+1,368894,2014,other,
3402,6825*2^1225488+1,368913,2014,other,
3401,5295*2^1225536+1,368927,2014,other,
3399,8589*2^1225637+1,368958,2014,other,
3398,4799*2^1225665+1,368966,2014,other,
3397,9485*2^1225669+1,368968,2014,other,
3396,8185*2^1225738+1,368988,2014,other,
3395,6555*2^1225770-1,368998,2014,other,
3394,6323*2^1226093+1,369095,2014,other,
3391,7603*2^1226328+1,369166,2014,other,
3390,4257*2^1226423+1,369194,2014,other,
3389,5609*2^1226531+1,369227,2014,other,
3387,9519*2^1226566+1,369238,2014,other,
3386,5233*2^1226700+1,369278,2014,other,
3385,5579*2^1226737+1,369289,2014,other,
3384,9411*2^1226739+1,369290,2014,other,
3380,6213*2^1226950+1,369353,2014,other,
3379,5565*2^1227099+1,369398,2014,other,
3378,5019*2^1227205+1,369430,2014,other,
3375,9167*2^1227311+1,369462,2014,other,
3373,5863*2^1227386+1,369484,2014,other,
3371,4785*2^1227416+1,369493,2014,other,
3367,6639*2^1227507+1,369521,2014,other,
3366,4931*2^1227525+1,369526,2014,other,
3363,4099*2^1227794+1,369607,2014,other,
3362,9429*2^1227926+1,369647,2014,other,
3360,6895*2^1228014+1,369673,2014,other,
3359,9999998*10^369705-1,369712,2014,Near-repdigit,
3358,9701*2^1228243+1,369742,2014,other,
3356,7475*2^1228307+1,369762,2014,other,
3354,8101*2^1228384+1,369785,2014,other,
3348,6581*2^1228805+1,369911,2014,other,
3347,9627*2^1228806+1,369912,2014,other,
3345,7119*2^1228866+1,369930,2014,other,
3344,9207*2^1228867+1,369930,2014,other,
3343,9215*2^1228901+1,369941,2014,other,
3342,8461*2^1229080+1,369994,2014,other,
3341,9677*2^1229147+1,370015,2014,other,
3340,6025*2^1229148+1,370015,2014,other,
3339,5965*2^1229186+1,370026,2014,other,
3338,7481*2^1229203+1,370031,2014,other,
3336,6351*2^1229319+1,370066,2014,other,
3335,4603*2^1229378+1,370084,2014,other,
3333,4303*2^1229412+1,370094,2014,other,
3330,8153*2^1229665+1,370170,2014,other,
3327,7813*2^1229788+1,370207,2014,other,
3326,7817*2^1229839+1,370223,2014,other,
3323,8823*2^1230161+1,370320,2014,other,
3322,7863*2^1230300+1,370362,2014,other,
3318,4223*2^1230633+1,370462,2014,other,
3317,4125*2^1230651+1,370467,2014,other,
3315,9585*2^1230790+1,370509,2014,other,
3313,9325*2^1230850+1,370527,2014,other,
3311,8581*2^1231084+1,370598,2014,other,
3307,7761*2^1231228+1,370641,2014,other,
3306,4251*2^1231307+1,370664,2014,other,
3304,5763*2^1231376+1,370685,2014,other,
3303,8675*2^1231443+1,370706,2014,other,
3302,5871*2^1231561+1,370741,2014,other,
3298,8143*2^1231664+1,370772,2014,other,
3296,6899*2^1232171+1,370925,2014,other,
3294,8795*2^1232255+1,370950,2014,other,
3292,5849*2^1232295+1,370962,2014,other,
3291,9923*2^1232333+1,370974,2014,other,
3288,9621*2^1232501+1,371024,2014,other,
3287,5643*2^1232518+1,371029,2014,other,
3285,4289*2^1232571+1,371045,2014,other,
3283,4733*2^1232689+1,371081,2014,other,
3282,9843*2^1232722+1,371091,2014,other,
3281,7011*2^1232784+1,371109,2014,other,
3280,5007*2^1232886+1,371140,2014,other,
3279,7385*2^1232891+1,371142,2014,other,
3278,9241*2^1232956+1,371161,2014,other,
3277,9727*2^1232994+1,371173,2014,other,
3273,9343*2^1233256+1,371252,2014,other,
3267,6147*2^1233486+1,371321,2014,other,
3262,7601*2^1234057+1,371493,2014,other,
3261,2979*2^1234303+1,371566,2014,other,
3260,8229*2^1234302+1,371566,2014,other,
3258,6009*2^1234511+1,371629,2014,other,
3255,8495*2^1234841+1,371729,2014,other,
3251,6171*2^1235161+1,371825,2014,other,
3250,6481*2^1235200+1,371837,2014,other,
3249,1707*2^1235207+1,371838,2014,other,
3247,2737*2^1235408+1,371899,2014,other,
3245,6461*2^1235539+1,371939,2014,other,
3244,1677*2^1235543+1,371939,2014,other,
3243,8837*2^1235559+1,371945,2014,other,
3242,6259*2^1235586+1,371953,2014,other,
3241,8715*2^1235606+1,371959,2014,other,
3240,3515*2^1235623+1,371964,2014,other,
3239,9309*2^1235626+1,371965,2014,other,
3238,7081*2^1235808+1,372020,2014,other,
3237,8159*2^1235875+1,372040,2014,other,
3236,5673*2^1235958+1,372065,2014,other,
3235,4635*2^1235976+1,372070,2014,other,
3234,6373*2^1236006+1,372079,2014,other,
3233,8819*2^1236025+1,372085,2014,other,
3232,7055*2^1236229+1,372146,2014,other,
3231,7345*2^1236280+1,372162,2014,other,
3230,9257*2^1236431+1,372207,2014,other,
3229,7617*2^1236482+1,372223,2014,other,
3228,8171*2^1236507+1,372230,2014,other,
3227,3957*2^1236514+1,372232,2014,other,
3226,3401*2^1236517+1,372233,2014,other,
3225,5711*2^1236551+1,372243,2014,other,
3223,7217*2^1236831+1,372328,2014,other,
3222,5115*2^1236900+1,372348,2014,other,
3221,8325*2^1236968+1,372369,2014,other,
3220,9753*2^1237132+1,372418,2014,other,
3219,7165*2^1237210+1,372442,2014,other,
3218,7297*2^1237310+1,372472,2014,other,
3217,6207*2^1237356+1,372486,2014,other,
3216,6269*2^1237377+1,372492,2014,other,
3215,4075*2^1237398+1,372498,2014,other,
3214,1575*2^1237448+1,372513,2014,other,
3212,3415*2^1237724+1,372596,2014,other,
3211,4957*2^1237734+1,372599,2014,other,
3210,7341*2^1237761+1,372608,2014,other,
3209,5439*2^1237786+1,372615,2014,other,
3208,4027*2^1237866+1,372639,2014,other,
3207,2595*2^1237917+1,372654,2014,other,
3206,4497*2^1237934+1,372659,2014,other,
3205,5187*2^1238008+1,372682,2014,other,
3204,3203*2^1238045+1,372693,2014,other,
3203,7063*2^1238138+1,372721,2014,other,
3202,3997*2^1238180+1,372733,2014,other,
3201,4053*2^1238193+1,372737,2014,other,
3200,4455*2^1238519+1,372836,2014,other,
3199,7979*2^1238639+1,372872,2014,other,
3198,2115*2^1238672+1,372881,2014,other,
3197,1775*2^1238739+1,372901,2014,other,
3196,2205*2^1238743+1,372903,2014,other,
3195,2783*2^1238749+1,372905,2014,other,
3194,1357*2^1238926+1,372958,2014,other,
3193,9039*2^1239126+1,373019,2014,other,
3192,6225*2^1239157+1,373028,2014,other,
3191,2709*2^1239449+1,373115,2014,other,
3190,9105*2^1239490+1,373128,2014,other,
3188,8541*2^1239529+1,373140,2014,other,
3187,6783*2^1239565+1,373151,2014,other,
3186,3303*2^1239656+1,373178,2014,other,
3184,8577*2^1239675+1,373184,2014,other,
3182,1973*2^1239877+1,373244,2014,other,
3180,7797*2^1239955+1,373268,2014,other,
3176,8789*2^1240255+1,373358,2014,other,
3175,6157*2^1240310+1,373375,2014,other,
3174,2413*2^1240386+1,373397,2014,other,
3173,5265*2^1240387+1,373398,2014,other,
3172,8415*2^1240437+1,373413,2014,other,
3171,3341*2^1240459+1,373419,2014,other,
3169,4715*2^1240543+1,373445,2014,other,
3168,8907*2^1240578+1,373456,2014,other,
3167,7839*2^1240646+1,373476,2014,other,
3165,9079*2^1240750+1,373507,2014,other,
3164,9663*2^1240757+1,373510,2014,other,
3163,4753*2^1240894+1,373550,2014,other,
3161,3037*2^1241074+1,373604,2014,other,
3159,5345*2^1241241+1,373655,2014,other,
3157,5513*2^1241337+1,373684,2014,other,
3156,9549*2^1241411+1,373706,2014,other,
3155,2105*2^1241419+1,373708,2014,other,
3153,4329*2^1241649+1,373778,2014,other,
3152,6771*2^1241653+1,373779,2014,other,
3151,7659*2^1241665+1,373783,2014,other,
3149,9239*2^1241735+1,373804,2014,other,
3148,4449*2^1241866+1,373843,2014,other,
3147,9867*2^1242011+1,373887,2014,other,
3145,9123*2^1242288+1,373970,2014,other,
3144,7649*2^1242315+1,373978,2014,other,
3143,8729*2^1242411+1,374007,2014,other,
3142,1415*2^1242423+1,374010,2014,other,
3139,9201*2^1242669+1,374085,2014,other,
3138,8169*2^1242691+1,374092,2014,other,
3136,5499*2^1242938+1,374166,2014,other,
3135,9675*2^1242970+1,374176,2014,other,
3134,3031*2^1243024+1,374191,2014,other,
3133,1443*2^1243128+1,374222,2014,other,
3128,8433*2^1243549+1,374350,2014,other,
3127,6107*2^1243647+1,374379,2014,other,
3126,4715*2^1243711+1,374398,2014,other,
3125,1835*2^1243831+1,374434,2014,other,
3122,2965*2^1244104+1,374517,2014,other,
3120,8479*2^1244154+1,374532,2014,other,
3119,8617*2^1244202+1,374547,2014,other,
3118,2469*2^1244310+1,374579,2014,other,
3115,9709*2^1244394+1,374604,2014,other,
3114,3207*2^1244504+1,374637,2014,other,
3112,3625*2^1244512+1,374640,2014,other,
3111,2991*2^1244532+1,374645,2014,other,
3109,9297*2^1244646+1,374680,2014,other,
3108,9089*2^1244733+1,374706,2014,other,
3107,9791*2^1244733+1,374706,2014,other,
3105,8175*2^1244756+1,374713,2014,other,
3104,4019*2^1244799+1,374726,2014,other,
3103,7753*2^1244902+1,374757,2014,other,
3102,3053*2^1244925+1,374764,2014,other,
3101,5799*2^1245023+1,374794,2014,other,
3099,5175*2^1245070+1,374808,2014,other,
3098,8993*2^1245093+1,374815,2014,other,
3095,3141*2^1245168+1,374837,2014,other,
3094,3009*2^1245334+1,374887,2014,other,
3093,6177*2^1245440+1,374919,2014,other,
3091,9673*2^1245548+1,374952,2014,other,
3089,6535*2^1245590+1,374964,2014,other,
3088,9679*2^1245666+1,374987,2014,other,
3087,5017*2^1245678+1,374991,2014,other,
3084,2305*2^1245910+1,375060,2014,other,
3083,6741*2^1245924+1,375065,2014,other,
3082,4345*2^1245994+1,375086,2014,other,
3081,2921*2^1246009+1,375090,2014,other,
3079,7947*2^1246023+1,375095,2014,other,
3078,7929*2^1246095+1,375116,2014,other,
3077,9045*2^1246134+1,375128,2014,other,
3076,5083*2^1246238+1,375159,2014,other,
3075,9255*2^1246398+1,375208,2014,other,
3074,3865*2^1246460+1,375226,2014,other,
3072,6171*2^1246721+1,375305,2014,other,
3071,5289*2^1246925+1,375366,2014,other,
3070,7813*2^1247000+1,375389,2014,other,
3069,7613*2^1247249+1,375464,2014,other,
3068,4091*2^1247289+1,375476,2014,other,
3067,3817*2^1247292+1,375476,2014,other,
3066,9395*2^1247361+1,375498,2014,other,
3065,1217*2^1247387+1,375504,2014,other,
3064,2955*2^1247530+1,375548,2014,other,
3063,3555*2^1247657+1,375586,2014,other,
3062,8163*2^1247670+1,375591,2014,other,
3061,4501*2^1247696+1,375598,2014,other,
3057,6583*2^1248096+1,375719,2014,other,
3056,9431*2^1248235+1,375761,2014,other,
3055,5249*2^1248251+1,375765,2014,other,
3054,7447*2^1248322+1,375787,2014,other,
3053,6487*2^1248334+1,375790,2014,other,
3052,5105*2^1248407+1,375812,2014,other,
3050,9801*2^1248728+1,375909,2014,Generalized,
3049,6413*2^1248785+1,375926,2014,other,
3048,6675*2^1248833+1,375941,2014,other,
3047,6969*2^1248837+1,375942,2014,other,
3046,3525*2^1248844+1,375944,2014,other,
3045,2475*2^1248927+1,375968,2014,other,
3044,7519*2^1248978+1,375984,2014,other,
3043,8481*2^1248980+1,375985,2014,other,
3040,5863*2^1249450+1,376126,2014,other,
3039,2039*2^1249481+1,376135,2014,other,
3038,2173*2^1249518+1,376146,2014,other,
3037,9141*2^1249535+1,376152,2014,other,
3035,3295*2^1249632+1,376181,2014,other,
3033,8405*2^1249683+1,376196,2014,other,
3032,9147*2^1249714+1,376206,2014,other,
3031,6819*2^1249746+1,376215,2014,other,
3030,4747*2^1249792+1,376229,2014,other,
3025,1749*2^1250174+1,376344,2014,other,
3024,3835*2^1250486+1,376438,2014,other,
3023,1961*2^1250515+1,376446,2014,other,
3021,2711*2^1250775+1,376525,2014,other,
3019,3773*2^1251125+1,376630,2014,other,
3018,2319*2^1251235+1,376663,2014,other,
3014,2413*2^1251948+1,376878,2014,other,
3012,2563*2^1253084+1,377220,2014,other,
3010,2847*2^1253644+1,377388,2014,other,
3009,3249*2^1253758+1,377423,2014,Generalized,
3005,3221*2^1254483+1,377641,2014,other,
3004,1289*2^1254635+1,377686,2014,other,
2999,2163*2^1255556+1,377964,2014,other,
2995,2217*2^1255980+1,378091,2014,other,
2993,3159*2^1256259+1,378176,2014,other,
2992,2361*2^1256459+1,378236,2014,other,
2989,1491*2^1256564+1,378267,2014,other,
2988,2609*2^1256605+1,378280,2014,other,
2987,2681*2^1256743+1,378321,2014,other,
2985,3763*2^1256864+1,378358,2014,other,
2981,1621*2^1257140+1,378441,2014,other,
2979,3657*2^1257314+1,378493,2014,other,
2978,3075*2^1257333+1,378499,2014,other,
2977,2661*2^1257361+1,378507,2014,other,
2973,280680*(2^1257787-1)+1,378638,2014,other,
2964,1831*2^1258364+1,378809,2014,other,
2960,2999*2^1258905+1,378972,2014,other,
2959,3677*2^1258923+1,378978,2014,other,
2958,2595*2^1259083+1,379026,2014,other,
2956,3159*2^1259458+1,379139,2014,other,
2955,2871*2^1259533+1,379161,2014,other,
2954,2557*2^1259640+1,379193,2014,other,
2945,3391*2^1260200+1,379362,2014,other,
2943,3231*2^1260728+1,379521,2014,other,
2940,1779*2^1261057+1,379620,2014,other,
2938,3597*2^1261576+1,379776,2014,other,
2937,2559*2^1261627+1,379791,2014,other,
2935,3547*2^1261978+1,379897,2014,other,
2933,3843*2^1262384+1,380020,2014,other,
2931,1611*2^1262857+1,380162,2014,other,
2930,3491*2^1262889+1,380172,2014,other,
2927,2325*2^1263290+1,380292,2014,other,
2926,2191*2^1263392+1,380323,2014,other,
2924,3875*2^1263619+1,380391,2014,other,
2923,2239*2^1263658+1,380403,2014,other,
2915,3801*2^1264748+1,380731,2014,other,
2913,1243*2^1265912+1,381081,2014,other,
2912,1603*2^1266006+1,381109,2014,other,
2911,3321*2^1266069+1,381129,2014,other,
2909,1411*2^1266504+1,381259,2014,other,
2908,3277*2^1266516+1,381263,2014,other,
2901,3207*2^1267439+1,381541,2014,other,
2899,3731*2^1268003+1,381711,2014,other,
2898,3573*2^1268010+1,381713,2014,other,
2894,2459*2^1268661+1,381909,2014,other,
2893,2769*2^1268925+1,381988,2014,other,
